index,zipcode,age_years,height_in_inches,bmi,fastfood_consumption,Fresh_FV,MedianFamilyIncome,lapophalfshare,no_college,higher_ed_frac,white_frac,black_frac,hispanic_frac,asian_frac,yelp_category_fastfood_frac,male_frac,soda_consumption
0,1001,39.62376238,65.48475248,28.29123762,0.374087864,0.677426653,74627.62,0.887664597,0.722828593,0.277171407,0.86546519,0.011995638,0.075417552,0.034609424,0.016453382,0.198019802,0.028914735
1,1002,33.64166667,66.30336833,26.68509417,0.249316249,0.752829792,92490.38,0.917541804,0.342229908,0.657770092,0.73680347,0.052652653,0.062395729,0.116850184,0.021428571,0.241666667,0.010136489
2,1003,26.02631579,65.93990789,25.27500263,0.276006988,0.850706581,97522.48,0.89858416,0.876033058,0.123966942,0.734330737,0.056303116,0.046565156,0.136154391,0.029652352,0.131578947,0.00598258
3,1007,38.67676768,65.46424242,28.84104242,0.373530013,0.915652947,90918.82,0.913746635,0.573860791,0.426139209,0.913554541,0.008396024,0.020486298,0.029755508,0.022380468,0.181818182,0.019254695
4,1013,35.72857143,66.1,29.75359286,0.449863084,0.607905441,50298.07,0.617277116,0.81985704,0.18014296,0.684914789,0.030597568,0.250751863,0.02283921,0.02060844,0.3,0.028978045
5,1020,38.08484848,66.0241703,29.51137636,0.369428141,0.665141951,59888.59,0.632370354,0.82728881,0.17271119,0.794345228,0.030298084,0.146397205,0.012569787,0.015037594,0.206060606,0.020557396
6,1027,39.06349206,65.41161587,29.52270873,0.331624451,0.783488412,78656.86,0.902507439,0.658733624,0.341266376,0.88652641,0.017569382,0.06591316,0.013428827,0.018480493,0.166666667,0.008104341
7,1028,37.2970297,65.35366337,26.61938317,0.268029984,0.644619361,91469.47,0.884644218,0.570019894,0.429980106,0.877855942,0.059764677,0.028450476,0.020357343,0.017641597,0.178217822,0.01375302
8,1030,37.05714286,65.88462429,26.90044857,0.441064905,0.650033203,78838.19,0.869777177,0.694666002,0.305333998,0.89829757,0.0172903,0.062777088,0.018531655,0.017367459,0.242857143,0.036458998
9,1033,39.62,65.6576,27.446778,0.280670358,0.711560395,83699.52,0.935898331,0.648283262,0.351716738,0.909033281,0,0.069096672,0.002852615,0.017223911,0.2,0.03115461
10,1035,38.20512821,65.68923077,26.97039744,0.30328734,0.902630758,94864,0.865117619,0.50243309,0.49756691,0.898463844,0.022667666,0.044773323,0.022292994,0.024793388,0.205128205,0.015489422
11,1040,38.18461538,66.46683231,29.68249077,0.344152701,0.682437983,45855.15,0.63535673,0.744229168,0.255770832,0.431653426,0.035029791,0.499751738,0.018048659,0.012987013,0.269230769,0.032479895
12,1056,37.47252747,65.69010989,29.1308022,0.415646933,0.624455333,81211.36,0.792267726,0.782162539,0.217837461,0.898791682,0.011755339,0.065989135,0.012598351,0.017241379,0.252747253,0.017991424
13,1057,39.91891892,66.02486486,27.84865405,0.296955574,0.889800879,86244.61,0.925431132,0.731803797,0.268196203,0.958167104,0.002963638,0.01402029,0.005699305,0.023323615,0.189189189,0.014085326
14,1060,38.25242718,65.9055233,26.85311165,0.240778646,0.973046418,83950.45,0.646107045,0.394451027,0.605548973,0.802492374,0.033231648,0.090737976,0.052768222,0.026804124,0.174757282,0.00770337
15,1062,41.19148936,65.58715957,27.8819766,0.240446164,0.947185687,77141.16,0.845434735,0.440776699,0.559223301,0.812367719,0.014079323,0.080795068,0.062206681,0.026694045,0.127659574,0.00872464
16,1069,38.47826087,65.33434783,28.45095,0.316804491,0.751910089,69463.19,0.845869597,0.710160934,0.289839066,0.96229864,0.014280818,0.016679995,0.000685479,0.033099298,0.152173913,0.018082907
17,1073,39.90697674,65.7404093,29.28951395,0.293482906,0.705887985,77391.71,0.814222831,0.628888889,0.371111111,0.98339089,0,0.003946719,0.010195691,0.013930348,0.186046512,0.00774927
18,1075,38.15517241,65.99068966,28.55416207,0.3109595,0.8855764,92171.16,0.946696592,0.602002716,0.397997284,0.856949916,0.030669668,0.052841868,0.037535172,0.016080402,0.206896552,0.015916341
19,1077,38.71428571,65.22168095,29.09672063,0.37840994,0.620568683,93433.61,0.98659999,0.651364227,0.348635773,0.957512953,0.000103627,0.001554404,0.016373057,0.021698113,0.222222222,0.022325137
20,1085,37.85,65.72311125,28.26565208,0.397526125,0.696291419,79033.68,0.767738929,0.67580627,0.32419373,0.867017045,0.016393838,0.076062586,0.022541527,0.014760148,0.220833333,0.014581371
21,1089,36.96323529,66.21264706,28.81074559,0.416308174,0.706651602,69526.97,0.718113506,0.711453183,0.288546817,0.792580927,0.02600175,0.102327209,0.047524059,0.016617791,0.264705882,0.023545751
22,1095,37.29464286,66.09445982,27.01586429,0.213397859,0.851321478,103751.11,0.848966484,0.557627282,0.442372718,0.901983664,0.026220056,0.039330084,0.008305306,0.015567766,0.196428571,0.016700103
23,1104,36.64705882,64.76392157,31.11040392,0.426728033,0.691416523,38633.04,0.47561873,0.873661817,0.126338183,0.315878014,0.079972394,0.571668895,0.017987318,0.016881827,0.235294118,0.015458391
24,1106,37.14529915,66.32068376,27.06384188,0.349232545,0.788109035,106909.27,0.62846133,0.356734037,0.643265963,0.870862792,0.009322405,0.040167678,0.059750985,0.017304189,0.247863248,0.018561199
25,1108,37.02469136,65.54222222,29.33156543,0.401634901,0.682955202,46763.34,0.489555504,0.819166867,0.180833133,0.312489015,0.163380084,0.440261521,0.047312735,0.016869728,0.259259259,0.012270075
26,1109,34.78,65.5984,29.730102,0.43154741,0.606715667,42908.07,0.693807894,0.862954899,0.137045101,0.216198281,0.348883506,0.390590265,0.007996284,0.018700787,0.18,0.024514444
27,1118,38.21428571,66.74228571,28.48144429,0.432551044,0.521376515,67767.27,0.735298487,0.693865277,0.306134723,0.632617365,0.122717414,0.178269083,0.03792066,0.019736842,0.242857143,0.030783308
28,1119,35.33333333,65.58974359,29.50058462,0.358340169,0.695238284,54850.19,0.683052317,0.781818182,0.218181818,0.478955007,0.22985257,0.26430372,0.013215186,0.01984127,0.230769231,0.009818004
29,1201,38.23756906,65.64574586,27.59741105,0.330780238,0.740823493,59474.45,0.743886503,0.728022734,0.271977266,0.855447657,0.043643475,0.053376592,0.019555121,0.071910112,0.193370166,0.028564607
30,1226,38.97674419,65.92465116,27.03231163,0.282762978,0.869448135,68242.56,0.982420973,0.64619883,0.35380117,0.944662309,0.003340595,0.028612927,0.012926652,0.070904645,0.209302326,0.012880376
31,1247,36.70491803,65.18032787,28.91826066,0.373761522,0.716726753,53514.14,0.720026281,0.765272727,0.234727273,0.910143084,0.011128776,0.035230525,0.00190779,0.076923077,0.180327869,0.013796715
32,1267,36.03225806,66.03225806,26.77509677,0.245446975,0.824608544,94380.15,0.8002927,0.387475538,0.612524462,0.791741015,0.045500892,0.069334693,0.052510834,0.085790885,0.161290323,0.007841619
33,1301,37.03488372,65.76465116,29.23386512,0.358507702,0.826097938,66633.19,0.741793474,0.696130472,0.303869528,0.882007896,0.013028765,0.073773266,0.008403835,0.094928479,0.139534884,0.024829185
34,1331,39.90566038,65.58339623,29.38510189,0.399542047,0.785243878,66520.9,0.953525009,0.818278767,0.181721233,0.91669822,0.005679667,0.054903446,0.008633094,0.077393075,0.188679245,0.014904132
35,1364,37.06666667,65.39466667,27.94551333,0.321848544,0.63294522,65526.73,0.960849681,0.84300768,0.15699232,0.959397344,0.002170582,0.018003064,0.006384065,0.099184783,0.166666667,0.023493136
36,1376,37.93333333,65.5,30.6881,0.346384539,0.766340849,62454.37,0.708022478,0.770844122,0.229155878,0.845716526,0.026661439,0.046265438,0.027445599,0.091687042,0.133333333,0.033167488
37,1420,52.04347826,66.28115942,30.5935558,0.393435053,0.732530578,59913.37,0.748206969,0.797668414,0.202331586,0.643579536,0.034123785,0.257189486,0.041640909,0.023046092,0.282608696,0.020074451
38,1430,38.09090909,64.93818182,27.56819697,0.388289138,0.899347274,88550.77,0.880161736,0.613837683,0.386162317,0.962404797,0.009560849,0.008588559,0.001458435,0.051020408,0.090909091,0.012730272
39,1432,42.43478261,66.19565217,31.04059565,0.391769916,0.5658123,111749.55,0.926905016,0.621388839,0.378611161,0.827627074,0.038846458,0.047669213,0.053726626,0.018552876,0.304347826,0.005500803
40,1440,38.07438017,66.03173554,28.59638182,0.425335566,0.792324293,73464.22,0.770448514,0.823388854,0.176611146,0.879118717,0.018245303,0.069538704,0.008311203,0.048319328,0.247933884,0.014074725
41,1450,43.17857143,66.27285714,27.00518214,0.317481003,0.853564151,112789.64,0.905853234,0.359780765,0.640219235,0.919781792,0.003845466,0.015024146,0.046950456,0.016965127,0.25,0.003605727
42,1451,40.48717949,67.20232051,26.11426923,0.413384099,1.08936046,154154.08,0.987173671,0.232396494,0.767603506,0.904515014,0.023331173,0.019658674,0.033052495,0.015858209,0.358974359,0.018592952
43,1452,40.75757576,65.57333333,27.81519697,0.313073723,0.90425806,105959.57,0.999999999,0.730326296,0.269673704,0.94357505,0.027551245,0.018514437,0.003967379,0.042194093,0.151515152,0.006822734
44,1453,37.58943089,65.68536585,28.97938293,0.380553094,0.80412542,73409.52,0.636527678,0.719741723,0.280258277,0.749685504,0.038029805,0.164457132,0.02336946,0.014436959,0.239837398,0.014043231
45,1460,39.84810127,65.46582278,27.53399747,0.281217755,0.800613429,134972.49,0.903313605,0.438649425,0.561350575,0.894631998,0.005871252,0.006814846,0.061962676,0.011775362,0.17721519,0.011760726
46,1462,40.37142857,66.71257143,27.62752286,0.369261244,0.730140529,82081.15,0.897587397,0.634481006,0.365518994,0.887886714,0.022458735,0.049427257,0.021917561,0.013487476,0.271428571,0.029534742
47,1463,39.46153846,65.64553846,28.01818,0.327181083,0.711014045,98285.16,0.868749616,0.629851843,0.370148157,0.927520572,0.01138725,0.023023855,0.017122434,0.027671756,0.169230769,0.029749333
48,1464,41.18181818,66.33909091,28.43615227,0.309803047,0.848071562,78398,1.000000003,0.750570877,0.249429123,0.67671196,0.082604601,0.138840307,0.03713171,0.02173913,0.227272727,0.012605594
49,1469,39.51515152,65.3630303,28.02487576,0.404875933,0.621726457,97234.43,0.975190676,0.685384309,0.314615691,0.946837147,0.001076716,0.023687752,0.003095559,0.015873016,0.136363636,0.006987398
50,1473,38.36842105,65.45362281,27.92997544,0.3362107,0.68683633,86233.47,0.928140627,0.566629339,0.433370661,0.949064171,0.00842246,0.026604278,0.003342246,0.032160804,0.175438596,0.028246439
51,1475,36.53658537,65.68097561,29.32766585,0.537337272,0.631818545,76563.12,0.829709887,0.818664127,0.181335873,0.949119005,0.008197494,0.029115236,0.002732498,0.089130435,0.12195122,0.028601822
52,1501,38.11607143,65.71464286,27.53241786,0.332722522,0.738897631,89929.43,0.87259539,0.622282609,0.377717391,0.910831948,0.013486052,0.046924072,0.02093725,0.020120724,0.196428571,0.017404687
53,1504,39.57142857,65.95591837,28.6150449,0.437395494,0.679900845,95541.06,0.850508213,0.708536983,0.291463017,0.936479929,0.007609175,0.023268637,0.007168064,0.014336918,0.183673469,0.020774125
54,1507,39.99,66.118421,28.744064,0.326216886,0.694880935,88013.49,0.906235402,0.677712161,0.322287839,0.965768884,0.006394824,0.015949443,0.004137827,0.042752868,0.21,0.021081963
55,1510,40.26315789,65.61643579,29.44371368,0.356179334,0.673210056,100099.76,0.829599583,0.660567627,0.339432373,0.788284032,0.010829275,0.156261356,0.011338033,0.026011561,0.231578947,0.014238147
56,1516,37.58,65.56,27.757686,0.328180063,0.913175372,96029.77,0.999588834,0.665112263,0.334887737,0.889285303,0.003797905,0.076188284,0.00529405,0.01394052,0.24,0.024964598
57,1519,36.25396825,66.60108571,26.97034603,0.277685087,0.801225537,124135.61,0.962398183,0.480119073,0.519880927,0.874160049,0.055436775,0.01893708,0.027031155,0.018590998,0.301587302,0.002245226
58,1520,41.27559055,66.27370079,27.68149606,0.355714833,0.712997945,106354.82,0.850278032,0.472085623,0.527914377,0.908870968,0.011962366,0.032997312,0.024395161,0.023952096,0.244094488,0.013787236
59,1523,40.30952381,66.37619048,25.72309048,0.412634042,0.77983814,120440.17,0.881373573,0.678630287,0.321369713,0.866982461,0.051849955,0.063628217,0.001024197,0.025145068,0.285714286,0.011598917
60,1524,35,64.99589744,28.09392308,0.45149672,0.616030202,81915.88,0.980622649,0.737594617,0.262405383,0.955933223,0.003308768,0.03023011,0.004812754,0.024590164,0.205128205,0.007810368
61,1527,37.81538462,65.85868,28.05769077,0.384557129,0.735813925,94455.09,0.835225875,0.651803066,0.348196934,0.921227012,0.005286278,0.024197751,0.023899933,0.014807502,0.246153846,0.007227177
62,1532,37.44604317,66.20740504,26.4558777,0.315105597,0.860556794,121920.96,0.815615914,0.45476073,0.54523927,0.835511249,0.020005389,0.023508016,0.09975751,0.020952381,0.28057554,0.012845946
63,1534,40.63043478,66.91217391,27.38177174,0.391258394,0.731733904,102125.17,0.970000263,0.622867272,0.377132728,0.929128942,0.005151421,0.035591633,0.028098658,0.014349776,0.369565217,0.013523658
64,1536,38.47540984,65.35481311,27.40105574,0.332936931,0.804698357,117038.79,0.86660112,0.494755245,0.505244755,0.79171629,0.033346566,0.088659521,0.045256054,0.024654832,0.131147541,0.015179106
65,1540,36.80821918,65.76712329,29.39829863,0.445438834,0.716958489,89148.44,0.934424063,0.712723011,0.287276989,0.904679059,0.00723377,0.059060526,0.011262705,0.025252525,0.260273973,0.016950091
66,1543,38.46153846,65.90230769,27.08355577,0.2898672,0.834085033,111983,1,0.562842528,0.437157472,0.948940728,0.000833135,0.022494644,0.022018567,0.036307054,0.192307692,0.024316788
67,1545,39.65116279,66.21094612,27.42364264,0.324820954,0.890107841,112011.44,0.742027468,0.436757658,0.563242342,0.738082708,0.033875301,0.035177132,0.167825388,0.032226563,0.275193798,0.00771983
68,1550,35.65957447,65.52180851,30.67741915,0.450018396,0.652834472,54332.39,0.816088952,0.822798202,0.177201798,0.619947694,0.023775559,0.3319068,0.010936757,0.062054934,0.255319149,0.027812002
69,1562,38.89873418,65.14936709,28.5945,0.38653426,0.79455361,77266.59,0.818478839,0.779780474,0.220219526,0.919667825,0.007880688,0.042030336,0.023981019,0.035860656,0.164556962,0.011902279
70,1564,41.66071429,66.42623929,27.65433214,0.365556546,0.833908323,108019.38,0.955808142,0.500714286,0.499285714,0.911616797,0.005028916,0.055569525,0.010937893,0.015609756,0.232142857,0.003981154
71,1566,38.33928571,66.19609107,26.03991429,0.361549943,0.783457565,95116.19,0.867380881,0.518617021,0.481382979,0.946600435,0.004036014,0.024992238,0.009158646,0.078708375,0.25,0.010567624
72,1568,42.86666667,66.164,26.49997333,0.343213153,0.910185064,128626.46,0.94063491,0.510882239,0.489117761,0.897371216,0.00212427,0.034519384,0.025092937,0.013636364,0.216666667,0.010417196
73,1569,38.19767442,66.4472093,28.65126279,0.424574973,0.642153826,97654.85,0.887540645,0.665432771,0.334567229,0.935379295,0.023053094,0.012895325,0.016569411,0.011284722,0.244186047,0.013034561
74,1570,37.70689655,65.44827414,28.9841931,0.384376863,0.818021682,74446.95,0.928342002,0.777542373,0.222457627,0.800688918,0.044779665,0.113315121,0.022152275,0.027805362,0.120689655,0.010619549
75,1571,38.32727273,65.97704727,28.33155091,0.417019941,0.670249272,74912.93,0.950400023,0.724434142,0.275565858,0.93254652,0.017143349,0.020072364,0.013439008,0.041289023,0.290909091,0.009586715
76,1581,39.58389262,66.21628993,27.1253557,0.296624633,0.76461474,136299.84,0.817745809,0.369423792,0.630576208,0.687961082,0.014701165,0.04260665,0.236287822,0.016314779,0.288590604,0.011831006
77,1583,39.88888889,66.02555556,27.86899722,0.337527022,0.750691071,98503.59,0.814288642,0.698167628,0.301832372,0.791765325,0.05801105,0.116022099,0.013154433,0.016699411,0.277777778,0.016559466
78,1588,39.92207792,66.25766234,29.33946104,0.364865761,0.72112741,93799.13,0.95302073,0.687324821,0.312675179,0.899804748,0.026204912,0.037817285,0.019833522,0.013837638,0.181818182,0.02146029
79,1590,37.38596491,66.3691,29.26508947,0.350458923,0.728282794,102343.5,0.94190491,0.549239392,0.450760608,0.949368467,0.012957317,0.00152439,0.008928571,0.021359223,0.228070175,0.008792957
80,1602,35.75833333,66.17431333,28.68659833,0.375762186,0.778303478,68017.98,0.587147918,0.532874333,0.467125667,0.749580044,0.082185453,0.106122963,0.039937846,0.021105528,0.216666667,0.023319804
81,1603,34.15686275,66.65686275,29.76568431,0.483525098,0.641777486,57348.26,0.446577039,0.796981078,0.203018922,0.545184101,0.090416971,0.213655206,0.123189466,0.020812686,0.294117647,0.016681744
82,1604,35.96178344,66.31022102,29.11288089,0.421573118,0.706346601,61570.78,0.570265533,0.726519111,0.273480889,0.558579156,0.154826298,0.180644622,0.08297552,0.034013605,0.280254777,0.010131084
83,1605,35.41558442,66.12779221,28.25044416,0.412222447,0.784999375,69503.59,0.677146462,0.747094348,0.252905652,0.472051854,0.140228603,0.287601059,0.068580987,0.018664047,0.168831169,0.025182941
84,1606,37.17213115,66.08163934,29.5593582,0.376140152,0.722997191,76898.68,0.73882657,0.621474588,0.378525412,0.769809949,0.089884723,0.077889708,0.04003531,0.019723866,0.254098361,0.022148522
85,1607,36.18181818,66.21212121,30.16256061,0.559488621,0.689749845,57232.48,0.639310775,0.749668215,0.250331785,0.575729504,0.192566003,0.152501158,0.046896711,0.014662757,0.303030303,0.008629327
86,1609,33.73170732,66.41597805,26.13290854,0.312440561,0.780659947,65041.9,0.480302238,0.590740261,0.409259739,0.642228005,0.099589631,0.169352417,0.064908418,0.021956088,0.207317073,0.010510099
87,1610,30.05,66.266845,27.95739667,0.298879155,0.786627024,40515.01,0.342840197,0.855338523,0.144661477,0.406120657,0.114009783,0.365274468,0.085329654,0.01980198,0.266666667,0.013959162
88,1701,38.01877934,66.05561174,28.24979812,0.330075556,0.758166682,121678.1,0.766628304,0.402308499,0.597691501,0.815320795,0.042855806,0.04822058,0.070365865,0.010733453,0.262910798,0.008728685
89,1702,35.08396947,65.83099084,28.65632061,0.309848595,0.73309498,97424.65,0.648328392,0.625058566,0.374941434,0.551223537,0.061344473,0.230422114,0.089218947,0.01056338,0.229007634,0.006482756
90,1719,42.41935484,66.67741935,25.50572258,0.319936693,0.775199077,145026.67,0.906287363,0.267236624,0.732763376,0.752411576,0.007187441,0.017022886,0.20389635,0.012903226,0.258064516,0.006554728
91,1720,37.89041096,66.67198425,26.0292863,0.291521154,0.819689262,146892.85,0.871731399,0.228602662,0.771397338,0.711458609,0.013163707,0.020408163,0.237962718,0.010434783,0.239726027,0.011770688
92,1721,39.21904762,66.11390476,27.23609714,0.356186996,0.91015504,123590.9,0.868619814,0.42635596,0.57364404,0.809357061,0.027554535,0.053386912,0.088117107,0.011807448,0.247619048,0.009457328
93,1730,39.95454545,66.81645682,26.738525,0.259730545,0.804006367,128669.92,0.825458993,0.322494888,0.677505112,0.75046369,0.039306606,0.050149807,0.144100442,0.012195122,0.295454545,0.009870755
94,1731,37.88235294,66.46823529,28.08600882,0.376933754,0.594564007,148579.21,0.890359769,0.474885845,0.525114155,0.736331119,0.015329586,0.12110373,0.066939193,0.014308426,0.294117647,0.044928774
95,1740,41.85294118,64.64705882,26.35396176,0.277505518,0.921131287,117061.96,0.960432983,0.314809427,0.685190573,0.905534911,0.003716018,0.028554665,0.046939175,0.019534884,0.088235294,0.002353477
96,1741,40.94117647,66.8761,25.07207647,0.2024927,0.880888264,157697.49,1.000000001,0.155643118,0.844356882,0.847219512,0,0.017756098,0.096585366,0.012531328,0.176470588,0.002065245
97,1742,40.79347826,66.61881848,25.6794087,0.253297686,0.831628767,154195.79,0.779798869,0.297687446,0.702312554,0.831910736,0.032702592,0.055378445,0.057280954,0.013262599,0.25,0.009563907
98,1746,40.00877193,66.91192982,27.29732281,0.359745964,0.876889802,137782.76,0.997679223,0.401555465,0.598444535,0.90302988,0.008726613,0.042446244,0.031555431,0.011324042,0.280701754,0.013527399
99,1747,38.13888889,67,27.45974444,0.411158098,0.800893661,101072.35,0.872726398,0.59758162,0.40241838,0.940087513,0.00336587,0.041400202,0.008582969,0.011216566,0.25,0.01535484
100,1748,39.4028777,66.67395683,26.82993309,0.335326249,0.800600927,148929.27,0.979095108,0.332040986,0.667959014,0.884480531,0.011256689,0.017776958,0.066555945,0.015533981,0.28057554,0.00684602
101,1749,40.71597633,65.22189349,27.93989053,0.318929415,0.868310662,103711.27,0.828012847,0.601893755,0.398106245,0.877845528,0.015193089,0.050762195,0.026067073,0.018587361,0.189349112,0.011418613
102,1752,38.02745098,66.23223255,28.5093902,0.391872626,0.717681358,86953.98,0.784498462,0.619412016,0.380587984,0.699051713,0.029915286,0.174535339,0.047313188,0.015639374,0.294117647,0.014967705
103,1754,39.39344262,66.33606557,27.62405902,0.323056217,0.82882378,126934.94,0.95599071,0.486021227,0.513978773,0.906232187,0.031825955,0.025840775,0.025365761,0.011494253,0.278688525,0.027298607
104,1756,40.06060606,65.99542727,28.43337273,0.312436066,0.771932855,106268.32,0.985987508,0.527435897,0.472564103,0.948515848,0.004695623,0.011571357,0.012074459,0.010282776,0.242424242,0.015946639
105,1757,38.84242424,65.90216242,28.1158297,0.425283057,0.80668921,98881.21,0.855927186,0.638949011,0.361050989,0.812097902,0.025384615,0.089020979,0.027622378,0.012313105,0.254545455,0.010446304
106,1760,38.41803279,66.01482623,27.16164098,0.333181412,0.864571919,118795.18,0.739835,0.32438641,0.67561359,0.811772408,0.019355022,0.040218598,0.111632938,0.01104503,0.229508197,0.015841841
107,1770,47.29032258,67.22322581,25.22852258,0.249252851,0.770351076,136846.96,0.999861122,0.194355127,0.805644873,0.897532315,0.002115159,0.025616921,0.047473561,0.013428827,0.35483871,0.00188872
108,1772,38.78571429,66.75809405,26.02762143,0.305443556,0.875015179,148434.46,0.908530591,0.287868959,0.712131041,0.83849884,0.015180266,0.021505376,0.111638204,0.012160898,0.285714286,0.005966154
109,1775,42.26923077,66.32461538,26.67065962,0.326023489,0.747307432,136067.25,0.939910445,0.322519084,0.677480916,0.921303543,0.000142308,0.024050093,0.032446279,0.012773723,0.25,0.084584904
110,1776,40.84057971,66.66405725,25.82422029,0.263089569,0.919482371,146642.26,0.92929381,0.214344532,0.785655468,0.858018716,0.005485641,0.016026675,0.086318167,0.02972973,0.31884058,0.015986816
111,1778,40.23913043,66.28939891,25.84528043,0.242268041,0.925108166,185170.68,0.881750007,0.177756553,0.822243447,0.818427393,0.006497773,0.031977805,0.120975396,0.014847162,0.25,0.006339805
112,1801,36.61111111,65.73680675,28.52492024,0.345895005,0.802249285,110788.48,0.796641949,0.590982843,0.409017157,0.815637964,0.053375236,0.037888121,0.062954117,0.0072,0.206349206,0.018573488
113,1803,38.54411765,66.35525221,27.45193603,0.392203552,0.756628623,109728.7,0.737876207,0.513066437,0.486933563,0.76360028,0.047396685,0.020663087,0.148221651,0.010752688,0.286764706,0.009098027
114,1810,40.69339623,66.28042689,26.84047311,0.26928148,0.80379606,131003.84,0.928286251,0.267376854,0.732623146,0.790521408,0.022194892,0.034493608,0.126619569,0.013456686,0.283018868,0.011453271
115,1821,37.9076087,65.9389,28.65661685,0.387805114,0.702658695,105969.19,0.875469015,0.662661406,0.337338594,0.890843298,0.015040906,0.021491504,0.059943361,0.013742926,0.25,0.014787006
116,1824,39.58080808,66.31153283,27.6218596,0.353767172,0.774100058,118971.3,0.78859356,0.475995534,0.524004466,0.857690966,0.007867302,0.033755765,0.090958416,0.020997375,0.277777778,0.011960745
117,1826,38.36585366,65.63170732,29.0755811,0.381084127,0.732211336,88099.01,0.834473639,0.716364828,0.283635172,0.844141954,0.035229298,0.051531356,0.043234484,0.022624434,0.231707317,0.014207068
118,1830,36.69285714,65.42,28.58951786,0.362550312,0.75210602,65421.43,0.832595598,0.740067601,0.259932399,0.762808129,0.020245731,0.175102388,0.012325168,0.011363636,0.242857143,0.010097392
119,1832,38.97979798,65.91757576,30.10547273,0.402891891,0.847892594,69452.62,0.853967472,0.730598122,0.269401878,0.698047629,0.018665522,0.248701995,0.015747694,0.009615385,0.303030303,0.016637851
120,1833,43.11864407,66.20067797,27.5467678,0.319367111,0.881391787,107260.92,0.883116223,0.535146229,0.464853771,0.931994362,0.005520319,0.030537938,0.008691567,0.014298481,0.237288136,0.028413023
121,1835,40.10447761,65.90985075,27.96883731,0.265198387,0.904088329,85233.74,0.854070265,0.667078652,0.332921348,0.842773512,0.021592032,0.092374363,0.028586634,0.006843456,0.134328358,0.013395844
122,1841,35.16363636,64.97963636,31.56536909,0.409682365,0.661952983,41181.78,0.393364335,0.911013858,0.088986142,0.130299356,0.017915378,0.833765365,0.01339995,0.018469657,0.181818182,0.020788304
123,1843,35.80821918,65.66794521,30.91961918,0.420036683,0.650527206,73064.27,0.908363063,0.848299189,0.151700811,0.249585949,0.039710357,0.636983399,0.060586219,0.017513135,0.273972603,0.013366916
124,1844,38.21052632,65.47938596,28.82150263,0.346497936,0.792975138,75174.87,0.705951573,0.700653634,0.299346366,0.683347942,0.018346006,0.2505249,0.035122409,0.021108179,0.228070175,0.01790134
125,1845,38.81372549,66.37509804,27.00142941,0.353955273,0.820991597,112795.03,0.758644622,0.4035441,0.5964559,0.839589295,0.024070022,0.059013634,0.056152163,0.024390244,0.294117647,0.01703536
126,1850,38.29268293,66.29268293,31.30716585,0.501809293,0.748694511,70968.67,0.646831114,0.846937714,0.153062286,0.553739173,0.090764914,0.271623765,0.065450775,0.022202487,0.243902439,0.029337876
127,1851,36.11494253,65.74304598,28.68246897,0.399991321,0.593994827,54401.77,0.308110662,0.777116035,0.222883965,0.394291614,0.072337308,0.139878772,0.366082728,0.025454545,0.252873563,0.013231845
128,1852,36.94117647,65.42789916,28.45338739,0.361830055,0.807778916,65107.09,0.501898491,0.734411183,0.265588817,0.560730514,0.057613888,0.200833042,0.129092392,0.018581081,0.226890756,0.022687277
129,1854,35.74038462,66.04730769,28.69498942,0.405178373,0.771474413,69364.99,0.698115737,0.79683827,0.20316173,0.484967813,0.058450897,0.199253527,0.226578551,0.033519553,0.259615385,0.014453104
130,1860,38.925,66.045,27.52419,0.323364537,0.880915798,101551.88,0.958877761,0.536647546,0.463352454,0.975802838,0.001493652,0.022106049,0,0.013537906,0.125,0.005238192
131,1862,38.21818182,65.83563636,28.02861818,0.384884262,0.754199375,105779.7,0.912200497,0.696176546,0.303823454,0.822256152,0.034758398,0.083977007,0.035387103,0.025086505,0.218181818,0.011230819
132,1863,37.6,65.47127273,29.36337273,0.393959168,0.62653607,110193.43,0.943500858,0.537490609,0.462509391,0.840382292,0.009667143,0.042293749,0.094474349,0.031394275,0.181818182,0.011331872
133,1864,37.78301887,65.94846132,26.12856981,0.331798971,0.732772244,124653.79,0.812955671,0.491399602,0.508600398,0.896872577,0.010467821,0.011695529,0.0575084,0.02725724,0.20754717,0.008668935
134,1867,37.53472222,66.58752569,26.63256597,0.328182317,0.787995034,119684.03,0.775189159,0.395298772,0.604701228,0.920553439,0.001363545,0.01840786,0.043312613,0.012077295,0.256944444,0.009410431
135,1876,38.3038674,66.27624309,28.60807403,0.376958045,0.783857468,110185.25,0.892584394,0.666604875,0.333395125,0.91452243,0.015694463,0.019601239,0.034925232,0.021294719,0.259668508,0.024819077
136,1879,38.87654321,65.99901235,27.71361235,0.327146031,0.863358671,109508.36,0.999546676,0.564826553,0.435173447,0.878101047,0.008489244,0.009972801,0.081513228,0.011353712,0.209876543,0.014417542
137,1880,37.53614458,65.86255181,27.2434741,0.345627739,0.683375083,111935.05,0.741739631,0.503383163,0.496616837,0.919039214,0.010820351,0.034072596,0.023751055,0.012765957,0.234939759,0.013627724
138,1886,39.7486911,65.86156963,26.65232461,0.299935035,0.840052408,133602.66,0.945690882,0.324273604,0.675726396,0.795597484,0.004612159,0.022389937,0.165702306,0.008802817,0.272251309,0.005637907
