zipcode,MedianFamilyIncome,no_college,category_hotdogs_frac,lapophalfshare,Fresh_FV,soda,bmi,ow,fastfood,white_frac,black_frac,hispanic_frac,category_waterproofing,category_countertopinstall,category_electronics,age,male_frac,fast_food,Treatment
53527,94359.42,0.609106052,0.106652587,0.88618154,0.680728846,0.028892394,28.97441667,0.681818182,0.372298036,0.846977673,0.005354874,0.081866037,0.000608643,0.000608643,0.001217285,38.34848485,0.303030303,0.372298036,False
53528,109800.89,0.62452381,0.110520723,0.884870138,0.60459606,0.029231233,29.21563111,0.866666667,0.453351647,0.964915198,0.001662787,0.017459262,0.001284522,0.003853565,0.002569043,37.57777778,0.155555556,0.453351647,False
53558,92151.1,0.537702522,0.087852495,0.806642634,0.683938734,0.017718506,28.1204837,0.695652174,0.34850186,0.941484716,0.013799127,0.018515284,0.000618812,0.000618812,0.001237624,41.70652174,0.315217391,0.34850186,False
53562,101336.67,0.393112186,0.083792723,0.704344783,0.730333281,0.029162405,27.41689103,0.627802691,0.312603182,0.821730334,0.04581697,0.043714546,0.000636132,0.003816794,0.002544529,38.84753363,0.31838565,0.312603182,False
53593,102113.87,0.367571281,0.089536138,0.795110191,0.640150547,0.026926018,27.033606,0.62,0.322365928,0.904133443,0.033681606,0.015076528,0.001274697,0.002549395,0.002549395,38.805,0.29,0.322365928,False
53597,104080.51,0.520840171,0.084522503,0.943454478,0.626810855,0.022915317,28.51318983,0.686440678,0.37286164,0.917520688,0.002740176,0.045706143,0.00123839,0.00371517,0.00247678,38.8559322,0.296610169,0.37286164,False
53703,55543.97,0.320859471,0.090217391,0.244442924,0.699402104,0.021119317,26.04330393,0.505235602,0.287836208,0.848447739,0.027470709,0.043324287,0.001230012,0.001845018,0.001845018,29.4973822,0.246073298,0.287836208,True
53705,99638.16,0.239194363,0.084615385,0.548519874,0.74280692,0.043150051,27.05338011,0.635359116,0.303240312,0.738364676,0.022221308,0.045882885,0.000625391,0.002501563,0.002501563,35.45303867,0.337016575,0.303240312,False
53706,11580.67,0.192307692,0.085152838,0.110666856,0.868054045,0.015238099,24.38460833,0.4,0.255740372,0.744540784,0.023603083,0.044637123,0.000622665,0.00249066,0.001867995,25.03333333,0.15,0.255740372,True
53713,55109.62,0.717177687,0.088648649,0.751657926,0.726575064,0.030271186,28.63000818,0.645454545,0.34934323,0.434909694,0.155701946,0.265509118,0.000619579,0.001858736,0.001858736,35.89090909,0.272727273,0.34934323,True
